"ADREÇA","TIPUS_VIA","CARRER","NUM",NUM_1,NUM_2,"DUPLI_1","DUPLI_2",KM,"BLOC",LONGITUD,LATITUD,"CODI_POSTAL","MUNICIPI","PARCELA_CATASTRAL","CODI_AREA_SALUT","AREA_SALUT","CODI_POLIGON","POLIGON","CODI_ZONA_ESCOLAR","ZONA_ESCOLAR","DISTRICTE_CENSAL","SECCIO_CENSAL","CODI_DISTRICTE_ADMINISTRATIU","DISTRICTE_ADMINISTRATIU","CODI_ENS","NOM_ENS"
"C MONCAYO, 15","C","MONCAYO","15","15","0",,,"0",,"2.0062221130349673","41.494723710529385","08191","RUBI","7144302DF1974S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 01","S. 004 del D. 01","DA1","Districte Administratiu 1 - SUD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 0","C","MONT BLANC","0","0","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 1-3","C","MONT BLANC","1-3","1","3",,,"0",,"1.995982436844426","41.53305252456237","08191","RUBI","6387711DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 2","C","MONT BLANC","2","2","0",,,"0",,"1.9967079814354056","41.532627504759986","08191","RUBI","6387028DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 4","C","MONT BLANC","4","4","0",,,"0",,"1.9965596314642091","41.532536061063496","08191","RUBI","6387029DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 5","C","MONT BLANC","5","5","0",,,"0",,"1.9958800540586106","41.53328783248716","08191","RUBI","6387710DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 6","C","MONT BLANC","6","6","0",,,"0",,"1.9963864968075071","41.53241215011776","08191","RUBI","6387030DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 8-10","C","MONT BLANC","8-10","8","10",,,"0",,"1.996021692743918","41.532247155207706","08191","RUBI","6387031DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 12","C","MONT BLANC","12","12","0",,,"0",,"1.9961226645698242","41.5325174538724","08191","RUBI","6387030DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 18-20","C","MONT BLANC","18-20","18","20",,,"0",,"1.9962498825688024","41.53294166870007","08191","RUBI","6387027DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 22","C","MONT BLANC","22","22","0",,,"0",,"1.9961207548415796","41.533086055628424","08191","RUBI","6387026DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 26","C","MONT BLANC","26","26","0",,,"0",,"1.9960052098692502","41.53339128523132","08191","RUBI","6387024DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 27","C","MONT BLANC","27","27","0",,,"0",,"1.994731799092322","41.53430614314873","08191","RUBI","6387702DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 29","C","MONT BLANC","29","29","0",,,"0",,"1.9945208925689129","41.53434827005394","08191","RUBI","6387701DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 30","C","MONT BLANC","30","30","0",,,"0",,"1.995774668967518","41.53365933816561","08191","RUBI","6387022DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 31","C","MONT BLANC","31","31","0",,,"0",,"1.9934456430292067","41.53502278295194","08191","RUBI","5890012DF1959S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 31-33","C","MONT BLANC","31-33","31","33",,,"0",,"1.9934456430292067","41.53502278295194","08191","RUBI","5890012DF1959S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 33","C","MONT BLANC","33","33","0",,,"0",,,,"08191","RUBI","5890037DF1959S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 36","C","MONT BLANC","36","36","0",,,"0",,"1.9952829003227073","41.53397685524244","08191","RUBI","6387019DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 40","C","MONT BLANC","40","40","0",,,"0",,"1.995195326410461","41.534305297390866","08191","RUBI","6387017DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 41","C","MONT BLANC","41","41","0",,,"0",,"1.9929404200971332","41.53553007634469","08191","RUBI","5890036DF1959S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 41(A)","C","MONT BLANC","41(A)","41","0","A",,"0",,"1.9927689194388345","41.53570576133218","08191","RUBI","5890011DF1959S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 45","C","MONT BLANC","45","45","0",,,"0",,"1.992283238118137","41.535782348649626","08191","RUBI","5890009DF1959S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 49","C","MONT BLANC","49","49","0",,,"0",,"1.9919643595552938","41.53592803553022","08191","RUBI","5890007DF1959S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 50","C","MONT BLANC","50","50","0",,,"0",,"1.9944366553402864","41.534866228386676","08191","RUBI","6387012DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 52","C","MONT BLANC","52","52","0",,,"0",,"1.9941358466245271","41.5350202640224","08191","RUBI","6387011DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 53","C","MONT BLANC","53","53","0",,,"0",,"1.9916493361143652","41.536104272784144","08191","RUBI","5890005DF1959S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 55","C","MONT BLANC","55","55","0",,,"0",,"1.9914370961556829","41.53618483324946","08191","RUBI","5890004DF1959S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 57","C","MONT BLANC","57","57","0",,,"0",,"1.9912414262818103","41.53620792863723","08191","RUBI","5890033DF1959S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 59","C","MONT BLANC","59","59","0",,,"0",,"1.9908833680006044","41.536230591233824","08191","RUBI","5890002DF1959S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 72","C","MONT BLANC","72","72","0",,,"0",,"1.9926378016251496","41.53582833316042","08191","RUBI","6387001DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONT BLANC, 104","C","MONT BLANC","104","104","0",,,"0",,"1.9895883753447956","41.536884177322975","08191","RUBI","5990101DF1959S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"PTGE MONT BLANC, 0","PTGE","MONT BLANC","0","0","0",,,"0",,,,"08191","RUBI",,"1","Àrea Bàsica de Salut Rubí 1 - CAP MUTUA","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 0","C","MONTCARO","0","0","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 1","C","MONTCARO","1","1","0",,,"0",,"2.001787516552933","41.52817280773403","08191","RUBI","6781008DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 1-3","C","MONTCARO","1-3","1","3",,,"0",,"2.001787516552933","41.52817280773403","08191","RUBI","6781008DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 2","C","MONTCARO","2","2","0",,,"0",,"2.001847245678842","41.52807030878644","08191","RUBI","6880011DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 5","C","MONTCARO","5","5","0",,,"0",,"2.001542411623313","41.5284253491693","08191","RUBI","6781007DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 9-11","C","MONTCARO","9-11","9","11",,,"0",,"2.001264890472227","41.52859038076857","08191","RUBI","6781006DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 13-15","C","MONTCARO","13-15","13","15",,,"0",,"2.0010938798300133","41.52876805764899","08191","RUBI","6781005DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 17","C","MONTCARO","17","17","0",,,"0",,"2.0009519499086474","41.528905966551605","08191","RUBI","6781004DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 19","C","MONTCARO","19","19","0",,,"0",,"2.0008368202436646","41.52902468362562","08191","RUBI","6781003DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 21","C","MONTCARO","21","21","0",,,"0",,"2.0007385939248303","41.52916413047102","08191","RUBI","6781002DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 22","C","MONTCARO","22","22","0",,,"0",,"2.0009045155445184","41.529143931287976","08191","RUBI","6782007DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 23-25","C","MONTCARO","23-25","23","25",,,"0",,"2.000592241544373","41.5293401419109","08191","RUBI","6781001DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 24","C","MONTCARO","24","24","0",,,"0",,"2.000808007028974","41.5292844010706","08191","RUBI","6782006DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 27-29","C","MONTCARO","27-29","27","29",,,"0",,"2.0001422113130967","41.52939209443941","08191","RUBI","6682002DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 31","C","MONTCARO","31","31","0",,,"0",,"1.9998357449827942","41.529400763585414","08191","RUBI","6682001DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 32-34","C","MONTCARO","32-34","32","34",,,"0",,"2.0002229666648077","41.52949769249601","08191","RUBI","6782002DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 34","C","MONTCARO","34","34","0",,,"0",,,,"08191","RUBI",,"3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 36","C","MONTCARO","36","36","0",,,"0",,"1.9999888799238106","41.52948220226366","08191","RUBI","6782001DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 40","C","MONTCARO","40","40","0",,,"0",,"2.0001589259093726","41.529769850187485","08191","RUBI","6782013DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTCARO, 42","C","MONTCARO","42","42","0",,,"0",,"2.0005193149737894","41.52982113161218","08191","RUBI","6782003DF1968S","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTJUIC, 3","C","MONTJUIC","3","3","0",,,"0",,"1.998496289401207","41.533570224176515","08191","RUBI","6588512DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTJUIC, 6","C","MONTJUIC","6","6","0",,,"0",,"1.9986293743404895","41.5329453103493","08191","RUBI","6785603DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTJUIC, 8-10","C","MONTJUIC","8-10","8","10",,,"0",,"1.9986345218321337","41.533191639172806","08191","RUBI","6785602DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTJUIC, 11","C","MONTJUIC","11","11","0",,,"0",,"1.9983987992111725","41.533870033914845","08191","RUBI","6588511DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
"C MONTJUIC, 12","C","MONTJUIC","12","12","0",,,"0",,"1.998641690181195","41.53340918512655","08191","RUBI","6785601DF1968N","3","Àrea Bàsica de Salut Rubí 3 - CAP SANT GENIS","ECIT","Entorn CIT","ZE4 A","ZONA ESCOLAR A","Districte 02","S. 005 del D. 02","DA2","Districte Administratiu 2 - NORD-OEST","818460009","Ajuntament de Rubí"
